Date,Workout,Uwagi
2022-09-21,"pullups: 10x1x5, 20x1x5, 27.5x5x5, 15x1x10
reha- wrist curls
reha- split squats
FSQ: 20x1x5, 40x1x5, 60x4x5",
2022-09-22,"KB, PR 20 (1+2+3+4+5)x4 L/R
dead hang - 2 min
KB; SW 32x6x20
reha - knee - slant
reha - elbow 
sled - 20x10m  +30kg
jefferson curls 20x1x5, 30x2x5 - barbell","trening poranny. dead hang (DH) - w sumie dosc latwo. Mimo wczorajszych DL i pullups, organizm sie zregenerowal i DH dobrze mi poszlo. moglem nawet troche dluzej wisiec."
2022-09-22,"Rowing: 10k, time: 46.59, SPM 17","popoludniowy trening. zrobilem 2 trening dzis, gdyz jade na medytacje i by mi odpadlo cardio, a chcialem zrobic w tym tygodniu ERG."
2022-09-24,"FSQ: 20x1x5, 40x1x5, 50x1x5, 60x5x5
Pullups: 10x1x5, 20x5x5",
2022-09-24,"KB, PR 20 (1+2+3+4) x 4 L/R
reha - elbow
reha - knee - split squats
dead hang - 2 min
sled 30x10  +50kg
reha knee slant
jefferson curls - 20x1x5, 30x2x5","Czułem sie przemęczony i przetrenowany od czwartku. Dzis dluzej spałem i jadlem od rana. Dobrze, ze DH w sumie mi poszedl ok, mimo zmeczenia. W PR tez nie chcialem cisnac. Teraz 7 dni przerwy - medytacje - a potem cd treningu."
2022-10-01,"pullups: 5x1x10, 20x5x5
FSQ: 20x1x5, 40x1x5, 60x4x5",
2022-10-01,"KB; PR 20 (1+2+3+4+5) x 3 L/R
DH (dead hang) 2 min
KB, SW 32x6x20
reha SS split squats
sled 20x10 +50kg
muscle-up 5x1
jefferson curls 5x1x20, 5x2x30, 5x1x35
farmers carry 2x20kg x 1min","pierwszy raz wyszly mi muscle-up-y. W sumie nic dziwnego. sila jest. ale i tak mialem troche radosci. Nie cisnalem bardzo dzis, poniewaz mialem ostatni tydzien medytacje, nie cwiczylem i chcialem lagodnie wejsc na wieksze pulapy."
2022-10-01,"pullups: 10x1x5, 20x1x5, 25x5x5",w nastepny pn sprobuje moze z 30kg na powtorzenia. cel minimum to 30x3x5
2022-10-04,"pullups: 10x1x5, 20x1x5, 30x5x5, 15x1x10",pierwszy raz taka objetosc 30kg! bylem zadowolony i zaskoczony!
2022-10-04,"FSQ: 20x1x5, 40x1x5, 60x5x5, 40x1x10
reha - knee - split squats
reha - elbow - wrist curls",
2022-10-05,"DL: 20x1x10, 50x1x5, 90x1x5, 130x1x1, 145x5x5
pullups: 10x1x5, 20x1x5, 25x1x5, 30x1x5, 35x1x5
afternoon: ERG: 5k, time: 22.54; SPM 17",
2022-10-06,"KB, PR 21 (1+2+3)x4 L/R
DH 2min
reha SS +2x8kg
reha elbow
sled 24x10 +50kg
JC 20x1x5, 30x2x5","czułem plecy, dolny odcinek po wczorajszych DL i nie mialem checi robic KB SW"
2022-10-07,"Rowing: 5k, time: 22.34, SPM 17
pullups: 10x6x5
reha elbow - wrist curls
evening: FSQ: 20x1x10, 40x1x5, 60x5x5, 70x2x5, 50x1x10",dawno nie robilem  FSQ z 70kg. w sumie latwo bylo.
2022-10-09,"pullups: 10x1x5, 20x5x5
reha - elbow - wrist curls",
2022-10-11,"pullups: 10x1x5, 20x1x5, 25x5x5, 10x1x10
reha - knee - SS
reha - elbow - wrist curls",
2022-10-12,"DL: 20x1x10, 50x1x8, 90x1x5, 130x1x2, 150x5x5
pullups: 10x1x5, 20x1x5, 25x1x5, 30x1x5, 35x1x3
reha- elbow - wrist curls
reha - knee - SS +2x8kg",
2022-10-13,"KB, PR 21 (1+2+3) x 5 L/R
DH 2 min
sled 22x10 +40kg
KB, SW 32x6x20
Jefferson Curl (JC) 20x1x5, 30x2x5
DH 1 min
reha knee slant
reha elbow",
2022-10-14,"rowing: 5k, time: 23.15, SPM 17",Wczoraj wieczorem robiłem ten trening.
2022-10-14,"pullups: 10x1x5, 20x1x5, 25x5x5, 10x1x10
hip thrusts (HP) 50x4x10
farmers carry 4x1 min +2x22kg
reha SS
reha wrist curls
evening: FSQ: 20x1x10, 40x1x5, 60x2x5, 70x3x5, 60x1x5, 40x1x10",przy ostatniej serii FSQ z 70 opuscilem ostatni ruch. Nadgarstek mnie bolał. i w ogole wczesniej pojawialy sie skurcze przedramion. sila w nogach i tulowiu byla.
2022-10-15,"KB, PR 21 (1+2+3)x6 L/R
DH 2 min
sled 20x10 +50kg
hip ext on bench 15x3x10 barbell
JC 20x1x5, 30x2x5, 35x1x5",
2022-10-17,"Rowing: 10k, time: 46.23, SPM 16
reha - WC
Seated Good Mornings (SGM) 15x3x5, 15x2x10
evening:
Farmers carry (FC) +2x22 5x1min/1min - last break 1.5min
hip thrusts (HT) 4x10x70, 1x20x50
reha split squats (SS) 3x3 +2x8kg",
2022-10-17,"PU: 10x1x5, 20x1x5, 25x1x5, 27.5x5x5, 15x1x10
WC: +2x8 4x15, 2x10
SGM 70x3x10
SS +2x8 3x3",
2022-10-19,"DL: 20x1x10, 50x1x5, 90x1x5, 130x1x1, 150x1x1, 155x5x5
FC: +2x22 5x1min/1min last break 1.5 min","W DL wyrownalem wynik z poprzedniego cyklu. Nie wiem, czy wejdzi mi 160x5x5. To juz duzy ciezar. Pojedyncze ruchy w treningu 2-3 nie byly dobre technicznie. Ostatnio zaczalem robic HT. hip thrusty - zobaczymy, czy przełoży mi się to na DL"
2022-10-19,"PU: 10x1x5, 20x4x5, 20x1x10
WC 15x4 L+R +8kg, 15x2 L+R +9kg
SS 4x3 +2x8kg",1 raz w pullupsach 20x1x10
2022-10-20,"KB; PR 21 (1+2+3) L+R x7
DH 2 min
sled 20x10 +50kg
SGM 3x15 +15kg
JC jefferson curls 20x1x5, 30x1x5, 35x1x5
reha -wrist
reha - knee - slant, weighted squat",
2022-10-24,"HT 3x10x70
SS
WC",
2022-10-24,"PU: 10x1x5, 20x5x5
SS: 3x3, 2x5 +2x8kg
WC 3x10 +8kg, 2x10 +10kg
SGM: 3x10 +15kg",
2022-10-25,"FSQ 40x1x5, 50x1x5, 60x5x5, 40x1x10
WC 8x3x15, 10x3x10
SS 3x10 +2x8",
2022-10-26,"DL: 20x1x15, 50x1x5, 80x1x5, 120x1x1, 140x1x1, 160x5x5 
FC +2x22 x 6 x 1min 1-2min break
WC 8kgx3x15
evening:
PU: 10x1x5, 20x1x5, 25x5x5, 15x1x10
WC: 8kgx3x15
SS: +2x8kg x 3 x 5
back ext 4x10 ","Pierwszy raz taka objetosc w DL takim ciezarem. Ostatnie powtorzenie w ostatniej serii nie weszlo. To juz byl duzy ciezar i duzo powtorzen. Przez cały dzien czulem nogi i miesnie grzbietu. Zobaczymy next week, gdy zaczne robic 3 powtorzenia w seriach."
2022-10-27,"KB, PR 21kg (1+2+3)x8 L/R
sled +50kg 20x10 + 14x10
DH 2min, rest +1.5min
JC: 20x1x5, 30x1x5, 35x2x5
SGM: 20x3x10
knee and elbow reha",czuje miesnie w dolnym odcinku kregoslupa po wczorajszych DL
2022-10-28,"FSQ: 20x1x5, 40x1x5, 60x5x5, 70x1x3, 70x1x5, 70x1x3
PU: 10x1x5, 20x1x5, 27.5x5x5, 15x1x10
FC: 2x22kg x 6x 1min rest 1-3min
SS: 2x8kg, 3x5
WC 8x3x10, 8x2x15",
2022-10-29,"KB; PR 21 (1+2+3)x9 L+R
DH 2min
sled 20x10 +50kg
SGM 20x3x10
JC 20x1x5, 30x3x5
reha elbow ",
2022-10-30,"Rowing: 10k, time. 46.50; SPM 15
SS 4x10 +2x8kg
WC 8x4x10
SGM: 20x3x10",
2022-10-31,"PU: 10x1x5, 20x1x5, 25x1x1, 30x5x5, 15x5x5
SS: 2x3, 2x5 +2x8
WC 8x4x15",
2022-11-01,"DL: 20x1x10, 60x1x5, 100x1x5, 140x1x1, 165x3x2, 165x1x2, 140x2x5","nie weszlo 165x3x3, ale w stosunku do ostatniego cyklu dolozylem 165x1x3, wiec jakis progres jest, ale juz dosc ciezko bylo i uklad nerwowy odmawial takiego dzwigania"
2022-11-03,"KB; PR; 21 (1+2+3)x10 L+R
DH 2min
sled 24x10 +40kg
SGM 20x3x10
reha elbow
reha knee
JC 20x1x5, 30x1x5, 35x2x5
evening: FSQ: 20x1x10, 40x1x5, 60x5x5, 40x1x10
WC 9x6x15",
2022-11-04,"PU: 10x1x5, 20x1x5, 25x1x1, 30x1x1, 32.5x5x4, 20x1x10
SS: 4x5 +2x8
FC: 6x1min /1min break +2x22kg
WC 8x3x15, 10x2x10",pierwszy raz taka objetosc w PU. i w sumie poszlo dosc latwo. Cel 5x5
2022-11-05,"sled: 30x10 +55kg
SGM 20x5x10
JC 20x1x10, 30x1x5, 35x2x5
evening: FSQ: 20x1x10, 40x1x5, 60x6x5
SS 5x5 +2x9kg ",
2022-11-06,"rowing: 10k, time: 46.22, SPM 16
Hip thrusts: 50x1x10, 70x2x10
SGM: 20x3x10",
2022-11-08,"PU: 10x1x5, 20x6x5, 30x2x3, 10x15
WC 15x3x15, 15x4x5
SS 4x5 +2x9kg",
2022-11-09,"DL: 80x1x5, 100x1x5, 140x1x3, 160x1x1, 167.5x3x3
FC 7x1min +2x22kg / break 1-1.5 min
WC: 9x4x10
SGM: 20x4x5",DL pierwszy raz takim ciezarem i w sumie dobrze weszlo. zaskakujaco czulem sie pewnie w pierwszej fazie z ziemi. next week 170 atakuje.
2022-11-10,"KB, PR 21 (1+2+3+4) x 4, L+R
DH 2 min
sled 20x10 +50kg
SGM 20x4x5
JC 20x1x5, 30x1x5, 35x2x5
reha - elbow
reha - knee","w KB, PR czulem sie dosc silnie. Jest progres. W DH tez lepiej. Praca daje wyniki."
2022-11-11,"FSQ: 20x1x10, 40x1x5, 60x5x5
SS: 4x5 +2x9kg
PU: 10x1x5, 20x1x5, 30x5x5, 20x1x10",
2022-11-12,"KB; PR 21 (1+2+3+4) x 5 L+R
SGM 20x4x5
sled 20x10 +60kg
JC 20x1x5, 30x1x5, 35x1x5, 40x1x5
reha - elbow
reha - knee",
2022-11-14,"PU: 10x1x5, 20x6x5
SS: 4x5 +2x9kg
WC: 9x4x15
SGM: 20x4x5",
2022-11-15,"FSQ: 20x1x10, 40x1x5, 60x5x5, 70x2x5
SGM: 20x4x10
WC: 9x3x15","FSQ po raz pierwszy z paskami od DL. nie wiem, jaka roznice to robi. ale i tak mi sie FSQ dobrze robilo. moze dlatego, ze mialem przerwe. SGM juz tez mi lepiej wchodza tzn. mam poczucie, ze glebiej schodze."
2022-11-16,"DL: 20x1x10, 40x1x5, 80x1x8, 120x1x3, 160x1x1, 170x2x3 +170x1x1
FC: 2x22 x8 min / 1min. Last 2 breaks 90sek","1 raz 170x2x3. o jedna serie wiecej niz w ostatnim cyklu. chcialem zrobic 3x3, ale mi cialo odmowilo po 1 ruchu w 3 serii. ale i tak w sumie jestem zadowolony."
2022-11-17,"PU: 10x1x5, 20x1x5, 30x1x1, 32.5x5x5, 20x1x10",wczoraj wieczorem robilem ten trening
2022-11-17,"FSQ: 20x1x10, 40x1x5, 60x1x5, 70x1x5, 60x1x5, 65x3x5
SS: 4x5 +2x9kg
evening:
SGM: 20x4x10, 25x3x10
SS: 4x5 +2x9kg
WC: 9x3x15, 10x3x10",
2022-11-19,"KB; PR 21 (1+2+3+4)x6 L+R
reha - elbow
reha - knee
sled 20x10 +60kg
DH 2min
SGM 20x1x10, 25x3x10
JC 20x1x5, 30x1x5, 35x2x5",
2022-11-20,"FSQ: 20x1x10, 40x1x5, 60x2x5, 65x5x5, 50x1x10
rowing 10k, time 46.41, SPM 16
SS 4x5 +2x9kg",
2022-11-21,"PU: 10x1x5, 20x6x5
WC: 9x4x15
SS: 4x5 +2x9kg","wydaje mi sie, ze robie jakis progres z SS. Jakbym mial wiecej luzu w prawej kostce tzn w kocu zaczynaja sie obie kostki robic podobnie mobilne. wczesniej prawa byla mniej mobilna"
2022-11-22,"FSQ: 20x1x10, 40x1x5, 60x1x5, 70x4x5 - straps
Back ext: 4x8 - slow on decrease
SGM: 20x1x10, 25x3x10",
2022-11-23,"DL: 20x1x10, 40x1x5, 80x1x5, 120x1x3, 160x1x1, 180x1x1
FC: 2x22kg x 8 x 1min / rest 1 min
evening:
PU: 10x1x5, 20x1x5, 30x1x1, 35x5x3
SS: 5x5 +2x9
WC: 9x4x10","chwilowy PR w DL. myslalem, zeby podejsc do wyzszego ciezaru, ale ewidentnie mi cialo odmowilo i nawet spiac sie nie moglem. sproboje moze jeszcze dolozyc 5 next week. i tak w sumie jestem zadowolony. dolozylem +10 w stosunku do ostatenigo cyklu"
2022-11-26,"KB, PR 21 (1+2+3+4+5)x 3 , L+R
reha elbow
reha knee
DH 125 sec
JC 20x1x5, 30x1x5, 35x1x5, 40x2x5
KB; SW 32x5x20
sled 20x10 +50kg",
2022-11-27,"SGM: 20x1x10, 25x4x10
reha elbow WC 9x5x15
SS: 6x5 +2x9kg",
2022-11-28,"Back ext: 5x10 slow decrease
PU: 10x1x5, 20x5x5, 10x1x10
WC: 9x6x15
SS: 4x5 +2x9kg",
2022-11-30,"DL: 20x1x10, 40x1x5, 80x1x5, 120x1x3, 160x1x1, 185x1x1
FC: 8x1min +2x22kg /rest 1min (last two 1.5min)
evening:
PU: 10x1x5, 20x1x5, 30x1x1, 35x1x4, 35x4x3, 20x1x10
WC: 9x4x15","185 - 1RM w DL! w sumie dobrze poszlo, ale juz po walce. Czuc bylo, ze to blisko maksa lub maks na ten moment. Pewnie sprobuje jeszcze pociagnac 190 z blokow po medytacjach"
2022-12-01,"FSQ: 20x1x10, 40x1x5, 60x1x5, 70x5x5
WC: 10x5x10
SGM: 20x1x10, 25x2x10, 30x1x10",
2022-12-03,"KB; PR 21(1+2+3+4+5) x 4
SS. 5x5 +2x8kg
reha - elbow
JC 20x1x5, 25x1x5, 35x1x5, 40x1x5
Step squat - one leg 4x10 L+R",
2022-12-14,"PU: 10x1x5, 20x5x5
WC: 9x5x10
SS: 9x5x5
BW squat drill",
2022-12-15,"SGM: 20x3x10, 25x3x10, 30x3x10
WC 9x5x15",
2022-12-16,"DL: 20x1x10, 40x1x5, 80x1x5, 120x1x3, 160x1x1
DL 120x5x5 paused
FSQ: 20x1x5, 40x1x5, 50x5x5
FC: 6x1min/ 1 min (last break 1.5min)",
2022-12-17,"KB; PR 22 (1+2+3)x4 L/R
KB, PR 24x1x1
DH 2min - with 2 breaks within
KB; SW, 32x5x20
JC: 20x2x5, 30x1x5, 35x2x5
sled: 20x10 +45kg
SGM:  20x2x10, 25x2x10
reha - elbow",
2022-12-17,"PU: 10x1x5, 20x6x5
WC: 9x4x15
SS: 4x5  +2x9kg
RDL: 25x1x10, 35x2x10",
2022-12-18,"rowing: 10k, time: 46.26, SPM  16
RDL: 50x4x10
WC: 9x4x15",
2022-12-19,"PU: 10x1x5, 20x5x5, 10x1x10
back ext: 6x10 slowly down
SS: 4x5 +2x9kg
",
2022-12-21,"FSQ: 20x1x10, 40x1x5, 60x2x5, 70x5x5, 50x1x10
WC: 10x5x10
SGM: 20x2x10, 25x2x10",
2022-12-21,"RDL: 20x1x10, 40x1x10, 80x5x5
DL paused: 100x1x5, 120x5x5
FC: +2x22kg x 1min x 8 - break 1 min, last 3 - 1.5min
back ext: 5x10 slowly down",
2022-12-22,"PU: 10x1x5, 20x1x5, 25x5x5, 10x1x10
SS: 1x10, 2x5 +2x10kg
WC: 10x5x5",
2022-12-22,"FSQ: 20x1x10, 40x1x5, 60x1x5, 70x2x5, 60x3x5
WC: 10x5x15
RDL: 20x1x10, 40x1x10, 80x5x5, 100x5x5 (last set - 10 reps)",bylem zmeczony po pracy i nie zrobilem FSQ 70x5x5. ale RDL zaskakujaco latwo mi poszly ze 100kg. robilem je w paskach
2022-12-24,"KB; PR 22 (1+2+3) x 5 L/R
DH: 1.5min
sled: 20x10 +55kg
KB, SW 32x5x20
SGM: 20x2x10, 25x2x10
DL: 20x1x10 RDL, 60x1x5 RDL,100x1x5 RDL,  120x5x5 paused
JC: 20x1x5, 30x1x5, 40x1x5 ",
2022-12-26,"RDL: 20x1x10, 40x1x10, 80x5x5, 100x5x5
PU: 10x1x5, 20x5x5
SS: 9x4x5
WC: 10x4x15
TGU: (12, 16, 28)x1x1",
2022-12-27,"FSQ: 20x1x10, 40x1x5, 60x1x5, 70x5x5
WC: 10x5x15
RDL: 60x1x10, 80x1x5, 100x1x5, 120x1x5
DL: 140x2x5 paused
SGM: 20x1x10, 30x2x10",
2022-12-28,"RDL: 20x1x10, 40x1x10, 80x1x5, 100x1x5, 105x5x5, 100x4x5, 80x4x10
FC: 8x1min / 1min break +2x22kg
SS: 9x4x10",
2022-12-29,"PU: 10x1x5, 20x1x5, 25x5x5, 15x1x10
WC: 10x5x15
TGU: 28x2x1",
2022-12-30,"RDL: 20x1x10, 40x1x10, 80x1x5, 100x1x5
DL: 120x5x5 paused, 120x5x5 deficit
Rack Pull: 180x1x1, 200x1x1, 200x1x5, 200x1x1 lower rack pull",
2022-12-31,"KB; PR 22 (1+2+3)x6 L/R  -- failed at last rep with L
reha - elbow
DH - 1 min
sled 20x10 +55kg
KB; SW 32x5x20
SGM: 20x2x10, 25x2x10, 30x2x10
JC: 20x1x5, 30x1x5, 40x1x5",
2022-12-31,RDL:  90x10x10,"2 trening dzis. Podjalem tez probe 1RM w DL i to 200kg, ale bylem w stanie tylko oderwac sztange od ziemi i nie pociagnalem do gory. ale pierwsze koty za ploty! 
a dzis znowu duza objetosc po wczorajszym treningu. zobacze, jak cialo to zniesie."
2023-01-02,"Rowing: 5k, time:23.10
SS: 9x4x10
SGM:20x2x10, 25x2x10",wczorajszy trening
2023-01-02,"RDL: 60x1x5, 90x1x5, 110x5x5
PU: 10x1x5, 20x5x5, 10x1x10
SS: 9x3x10
WC: 10kgx5x15",
2023-01-03,"FSQ: 20x1x10, 40x1x5, 60x1x5, 70x5x5
WC: 10x1x10, 12.5x4x10
RDL: 20x1x10, 60x1x10, 80x1x5, 100x5x5","FSQ dosc dobrze poszly. Nie meczylem sie tak strasznie, jak zazwyczaj"
2023-01-04,"RDL: 20x1x10, 40x1x10, 80x1x5, 100x1x5
DL: 120x5x5 deficit
DL do kolan: 140x1x3, 160x1x3, 170x1x3, 165x13x3
FC: 8min/1 min +2x22kg
SS: 9x3x10","Pierwszy raz robilem DL do kolan i wydaje mi sie, ze to jest b. dobre dla mnie cwiczenie. 170 na wiecej serii to na ta chwile za duzo, 165 wydaje sie sweet spot. Dojde do 165x5x3 i potem zwieksze ciezar. Nie bede podchodzil do 200 w DL dopoki nie poprawie sie w DL do kolan."
2023-01-04,"PU: 10x1x5, 20x1x5, 25x5x5","II trening tego dnia, + sauna. Bylem zmeczony po porannym treningu i po 2 dniach pracy."
2023-01-06,"PU: 10x1x5, 20x6x5, 10x1x10
WC: 9xx15
SS: 9x3x10
Back extentions: 6x10 - slowly down",
2023-01-08,"Rowing: 10k, time: 47.50
Back Ext: 6x10 slowly down
RDL: 40x1x10, 80x1x5, 100x8x5",
2023-01-09,"PU: 10x1x5, 20x5x5, 10x1x10
WC: 9x5x15
RDL: 20x1x10, 40x1x10, 80x1x5, 100x5x5
SS: 9x5x10",
2023-01-11,"RDL: 20x1x10, 40x1x10, 80x1x5, 100x1x5
DL: 120x5x5 paused
DL knee: 140x1x3, 160x1x3, 165x3x3, 170x3x3
FC: 1min x 9 / 1min  +2x22kg",170 3x3 do kolan poszly zaskakujaco dobrze. W nastepnym tygodniu doloze 2.5kg i tez chce zrobi 3x3
2023-01-11,"PU: 10x1x5, 20x1x5, 25x5x5, 15x1x10
SS: 9x4x10
BE: 5x10 slowly down",
2023-01-12,"FSQ: 20x1x10, 40x1x5, 60x1x5, 70x5x5
WC: 10x5x15
ankle mob 3x10
RDL: 80x1x5, 100x1x5, 120x4x5",
2023-01-14,"KB; PR: 22 (1+2+3)x5 L/R
KB, SW 32x5x20
reha elbow
reha knee
ankle mobility
DL: 130x1x5, 135x1x5, 140x1x5
Rack Pull: 140x1x5, 150x1x5, 160x1x5",
2023-01-15,"Rowing: 5k, time: 22.33, SPM 16
RDL: 70x1x10, 90x1x5, 110x1x5, 120x1x5, 140x1x5
DL: 140x3x5 paused
FC: 8x1min/1 min rest +2x22kg
Back ext: 5x10 slowly down",
2023-01-16,"PU: 10x1x5, 20x6(7)x5, 10x1x10
SS: 9x4x10  (9=2x9kg KB)",
2023-01-18,"DL: 40x1x10, 80x1x5, 120x1x5, 140x1x3
DL knee: 160x1x3, 172.5x3x3
DL: 130x5x5 paused
FC: 9x1min/1min rest +2x22kg
DH: 1 min",
2023-01-18,"PU: 10x1x5, 20x1x5, 25x5x5, 15x1x10
WC: 9x5x15
SS: 4x10 +2x9kg
ankle dorsiflexion: 4x10",
2023-01-19,"Rowing: 10k, time: 46.57, SPM 16
ankle mobility
SGM: 20x3x10, 25x3x10
WC: 10x4x15 L/R",Prostowniki grzbietu mega zmeczone po wczorajszym treningu. SGM byly dobrym rozciagajacym cwiczeniem. ale ogolnie bylem dzis bardzo zmeczony i nie robilem dlatego zdanych cwiczen silowych. SGM j- to dla mnie mobilnosc
2023-01-20,"FSQ: 20x1x10, 40x1x5, 60x7x5
SS: 10x4x8
ankle mobility
KB; PR: 20x4x3
DH: 75 sec",
2023-01-22,"RDL:  40x1x10, 70x1x5, 90x10x10
ankle mobility
shoulder mobility
SS: 10x4x8
WC: 10x4x15
DH 1min",
2023-01-23,"PU: 10x1x5, 20x8x5
SS: 10x4x8
ankle mob: 4x10 - step-down
DH 1 min",
2023-01-25,"PU:  10x1x5, 20x1x5, 25x5x5, 15x1x10
WC: 10x5x15
SS: 10x4x8
ankle mob 4x10
JC: 20x2x5, 25x1x5,  30x2x5
SGM: 20x2x10, 25x2x10",
2023-01-26,"RDL: 40x1x10, 80x1x5, 120x1x3  (warm-up for main set)
DL up to knee: 140x1x3, 160x1x3, 175x3x3
DL: 130x5x5 paused
FC: 9x1min/ 1 min +2x22kg
DH: 1 min",175 DL do kolan zaskakujaco latwo poszly
2023-01-27,"Rowing: 5k, time. 23.03, SPM 16
FSQ: 20x1x5, 40x1x5, 60x5x5
ankle mob 4x10
SS: 10x4x8
shoulder mob",
2023-01-30,"PU: 10x1x5, 20x6x5, 10x1x10
WC: 10x5x15
SS: 10x4x8
ankle mob 4x10
TrapBar: 40x1x10, 90x5x5",
2023-01-31,"FSQ: 20x1x10, 40x1x5, 60x6x5
WC: 12.5x5x10
ankle mob: 5x10
RDL: 60x1x10, 100x3x10","FSQ dosc lekko. pewnie cos doloze next week.. jutro ciezkie DL do kolan, wiec dzis tylko pare ruchow w RDL"
2023-02-01,"RDL: 20x1x10, 70x1x5, 110x3x1
DL knee: 140x1x1, 167.5x3x3
ankle mob: 4x10
rowing: 5k, time: 22.13, SPM 13","przedpoludniowy trening. Po treningu zorientowalem sie, ze robilem martwe zbyt malym ciezarem. mialo byc 177.5x3x3, wiec postanowilem zrobic to wieczorem."
2023-02-01,"RDL: 60x1x10, 100x1x5, 140x1x3
DL knee: 160x1x1,  177.5x3x3
PU: 10x1x5, 20x1x5, 27.5x5x5, 20x1x10
WC: 10x2x15, 12.5x4x15
ankle mob","DL do kolan weszly w sumie bez problemu i PU wiekszym ciezarm tez, wiec jestem zadowolony. nie robilem dzis DL z pausa 5x5, wiec zobacze, jak jutro prostowniki. "
2023-02-02,"RDL: 60x1x10, 100x1x5
DL:  120x5x5 paused
FC: 10x1min / 1min rest +2x22kg
SS: 9x4x10
ankle mob",
2023-02-03,"FSQ: 20x1x10, 40x1x5, 60x1x5, 65x6x5
SS: 10x3x10
SGM: 20x2x10, 25x1x10, 30x1x10
JC: 20x1x5, 30x1x5, 35x1x3",
2023-02-05,"Rowing: 5k, time: 22.25, SPM 16
RDL: 90x1x10, 120x1x5, 150x1x3
DL knee: 170x1x1, 180x3x3
SS: 10x3x10
Back ext 4x10, slowly down","czułem sie zmeczony i obolaly. prostowniki zmeczone. 180 w DL juz bylo ciezko i 1 ruch byl slabszy, ciagnalem ""plecami"". ostatni ruch w DL zrobilem pelne zakres, nie tylko do kolan"
2023-02-06,"PU: 10x1x5, 20x8x5
WC: 10x7x15
SS: (2x10)x4x10",
2023-02-07,"FSQ: 20x1x10, 40x1x5, 60x1x5, 65x6x5
WC: 12.5x5x10
ankle mob: 4x10
SGM: 17.5x1x10, 20x1x10, 30x2x10",
2023-02-08,"RDL: 40x1x10, 80x1x10 
DL 120x1x3
DL knee: 160x1x3, 170x1x1, 180x1x3 (last rep full DL), 
DL 190x1x1 !!! new 1RM, 200x1x1 fail, 195x1x1 fail
DL knee: 180x1x3
DL 120x4x5 paused
FC: 5x1min / 1min rest +2x24kg
PU: 10x5x5 - last set - 10 reps
WC 12.5x2x10","niespodziewanie zrobilem 190 DL. i w sumie poszlo dosc dobrze. 200 wyciagnalem prawie do kolan, ale jeszcze brakowalo sily w prostownikach. potem 195 juz tez nie bylo energii w baku. czyli dzieki samym akcesoriom poprawilem DL o 5kg. "
2023-02-09,"Rowing: 5k, time: 23.12, SPM 16
SGM 20x1x10, 30x2x10, 40x1x10
SS: 10x3x10
ankle mob",
2023-02-10,"PU: 10x1x5, 20x1x5, 27.5x5x5, 10x1x10
WC: 12.5x5x15
FSQ  20x1x5, 40x1x5, 60x1x5, 70x3x5
SS: 10x3x8","PU dosc latwo. FSQ troche ciezej, ale w sumie ok"
2023-02-11,"KB, PR 22 (1+2+3)x 5
elbow reha
ankle mob
DH 1.5min
KB, SW 32x5x20
sled 16x10 +50kg",
2023-02-12,"Rowing: 2k, time: 8.38, SPM 17
Squats 2x15 +2x15kg
RDL: 20x1x10, 70x10x10
PU: 10x4x5
SS: 9x4x10",
2023-02-13,"PU: 10x1x5, 20x5x5
WC: 10x5x15
SS: 10x4x8","Przepalilem bezpieczniki.... Czuje sie, jakby walec po mnie przejechal. Potrzebuje chyba zrobic deload"
2023-02-15,"FC: 5x1min/1min +2x24kg
SGM: 20x1x10, 30x1x10, 40x2x10
RDL: 20x1x10, 40x1x10, 70x10x10
PU: 10x1x6, 15x1x6, 20x1x6, 25x1x5, 30x1x3, 35x1x3, 40x1x2, 45x1x1, 50x1x1
WC: 10x5x10","nieplanowany max w PU. poczatek mega latwo, ostatnia faza ruchu ciezej. Zrobilem z ""hopka"" ten ruch."
2023-02-15,"SS: 10x4x10
BE: 6x10 slowly down
ankle mob 5x10
DL: 190x1x1","ten DL to taki spontan. Byli znajomi i sie wyglupialismy. ale co najwazniejsze moj ""dolek"" neurologiczny minal i czuje sie o wiele lepiej."
2023-02-16,"Rowing: 10k, time: 46.44, SPM 16
RDL: 20x1x10, 50x1x10, 70x10x10
JC: 20x1x5, 30x1x5, 40x1x5",
2023-02-18,"KB; PR 22 (1+2+3)x6
elbow reha
knee reha
ankle mob
KB SW, 32x5x20
DH: 1.5min
sled 20x10m +55kg",
2023-02-19,"Morning: FSQ: 20x1x10, 40x1x5, 60x6x5
ankle mob: 4x10
Afternoon:
RDL: 50x1x10, 90x1x5, 110x1x5
DL knee: 150x3x3
DL paused: 110x5x5
SS: 10x4x8",
2023-02-20,"PU: 10x1x5, 20x5x5
WC: 10x5x15
BE: 6x10 slowly down
SS: 10x4x8
Poliquin step-up 4x10",
2023-02-21,"SGM: 20x1x10, 30x2x10, 40x2x10
Poliquine Step-up: 5x10
WC: 12.5x4x15
SS: 10x4x8
JC: 20x1x5, 30x1x5, 40x1x5",
2023-02-22,"RDL: 40x1x10, 80x1x5, 120x1x5
DL knee: 160x1x3, 170x3x3
DL paused: 120x5x5
FC: 5x1min/1min +2x24kg
FSQ: 20x1x10, 40x1x5, 60x3x5",
2023-02-22,"PU: 10x1x5, 20x1x5, 27.5x5x5, 15x1x10
WC: 10x5x15
SS: 10x3x8",
